-2.5	-0.0255645
-2.48	-0.0288403
-2.46	-0.0294307
-2.44	-0.0320711
-2.42	-0.0324072
-2.4	-0.0344576
-2.38	-0.0346037
-2.36	-0.0361373
-2.34	-0.0361483
-2.32	-0.0372491
-2.3	-0.0371679
-2.28	-0.0379184
-2.26	-0.037776
-2.24	-0.0382502
-2.22	-0.0380669
-2.2	-0.0383275
-2.18	-0.0381158
-2.16	-0.0382142
-2.14	-0.0379811
-2.12	-0.0379582
-2.1	-0.0377077
-2.08	-0.0375949
-2.06	-0.0373295
-2.04	-0.0371511
-2.02	-0.0368724
-2	-0.0366465
-1.98	-0.0363558
-1.96	-0.0360957
-1.94	-0.0357946
-1.92	-0.0355101
-1.9	-0.0351999
-1.88	-0.034898
-1.86	-0.0345801
-1.84	-0.0342656
-1.82	-0.0339409
-1.8	-0.0336169
-1.78	-0.033286
-1.76	-0.0329537
-1.74	-0.0326157
-1.72	-0.0322745
-1.7	-0.0319272
-1.68	-0.0315745
-1.66	-0.0312143
-1.64	-0.0308462
-1.62	-0.0304686
-1.6	-0.0300811
-1.58	-0.029683
-1.56	-0.0292744
-1.54	-0.028856
-1.52	-0.0284288
-1.5	-0.0279946
-1.48	-0.0275554
-1.46	-0.0271138
-1.44	-0.0266722
-1.42	-0.0262327
-1.4	-0.0257975
-1.38	-0.0253679
-1.36	-0.0249448
-1.34	-0.0245288
-1.32	-0.0241197
-1.3	-0.0237171
-1.28	-0.0233203
-1.26	-0.0229283
-1.24	-0.0225405
-1.22	-0.0221559
-1.2	-0.021774
-1.18	-0.021394
-1.16	-0.0210157
-1.14	-0.0206386
-1.12	-0.0202626
-1.1	-0.0198875
-1.08	-0.0195132
-1.06	-0.0191397
-1.04	-0.0187669
-1.02	-0.0183948
-1	-0.0180233
-0.98	-0.0176525
-0.96	-0.0172823
-0.94	-0.0169128
-0.92	-0.0165438
-0.9	-0.0161755
-0.88	-0.0158077
-0.86	-0.0154405
-0.84	-0.0150739
-0.82	-0.0147077
-0.8	-0.0143421
-0.78	-0.0139771
-0.76	-0.0136125
-0.74	-0.0132484
-0.72	-0.0128848
-0.7	-0.0125216
-0.68	-0.0121589
-0.66	-0.0117966
-0.64	-0.0114347
-0.62	-0.0110733
-0.6	-0.0107122
-0.58	-0.0103515
-0.56	-0.00999122
-0.54	-0.00963126
-0.52	-0.00927165
-0.5	-0.00891236
-0.48	-0.00855339
-0.46	-0.00819472
-0.44	-0.00783635
-0.42	-0.00747825
-0.4	-0.00712042
-0.38	-0.00676284
-0.36	-0.0064055
-0.34	-0.00604839
-0.32	-0.00569149
-0.3	-0.0053348
-0.28	-0.00497829
-0.26	-0.00462196
-0.24	-0.0042658
-0.22	-0.00390978
-0.2	-0.00355391
-0.18	-0.00319816
-0.16	-0.00284252
-0.14	-0.00248699
-0.12	-0.00213154
-0.1	-0.00177617
-0.08	-0.00142086
-0.06	-0.0010656
-0.04	-0.000710379
-0.02	-0.000355183
0	1.37833e-17
0.02	0.000355183
0.04	0.000710379
0.06	0.0010656
0.08	0.00142086
0.1	0.00177617
0.12	0.00213154
0.14	0.00248699
0.16	0.00284252
0.18	0.00319816
0.2	0.00355391
0.22	0.00390978
0.24	0.0042658
0.26	0.00462196
0.28	0.00497829
0.3	0.0053348
0.32	0.00569149
0.34	0.00604839
0.36	0.0064055
0.38	0.00676284
0.4	0.00712042
0.42	0.00747825
0.44	0.00783635
0.46	0.00819472
0.48	0.00855339
0.5	0.00891236
0.52	0.00927165
0.54	0.00963126
0.56	0.00999122
0.58	0.0103515
0.6	0.0107122
0.62	0.0110733
0.64	0.0114347
0.66	0.0117966
0.68	0.0121589
0.7	0.0125216
0.72	0.0128848
0.74	0.0132484
0.76	0.0136125
0.78	0.0139771
0.8	0.0143421
0.82	0.0147077
0.84	0.0150739
0.86	0.0154405
0.88	0.0158077
0.9	0.0161755
0.92	0.0165438
0.94	0.0169128
0.96	0.0172823
0.98	0.0176525
1	0.0180233
1.02	0.0183948
1.04	0.0187669
1.06	0.0191397
1.08	0.0195132
1.1	0.0198875
1.12	0.0202626
1.14	0.0206386
1.16	0.0210157
1.18	0.021394
1.2	0.021774
1.22	0.0221559
1.24	0.0225405
1.26	0.0229283
1.28	0.0233203
1.3	0.0237171
1.32	0.0241197
1.34	0.0245288
1.36	0.0249448
1.38	0.0253679
1.4	0.0257975
1.42	0.0262327
1.44	0.0266722
1.46	0.0271138
1.48	0.0275554
1.5	0.0279946
1.52	0.0284288
1.54	0.028856
1.56	0.0292744
1.58	0.029683
1.6	0.0300811
1.62	0.0304686
1.64	0.0308462
1.66	0.0312143
1.68	0.0315745
1.7	0.0319272
1.72	0.0322745
1.74	0.0326157
1.76	0.0329537
1.78	0.033286
1.8	0.0336169
1.82	0.0339409
1.84	0.0342656
1.86	0.0345801
1.88	0.034898
1.9	0.0351999
1.92	0.0355101
1.94	0.0357946
1.96	0.0360957
1.98	0.0363558
2	0.0366465
2.02	0.0368724
2.04	0.0371511
2.06	0.0373295
2.08	0.0375949
2.1	0.0377077
2.12	0.0379582
2.14	0.0379811
2.16	0.0382142
2.18	0.0381158
2.2	0.0383275
2.22	0.0380669
2.24	0.0382502
2.26	0.037776
2.28	0.0379184
2.3	0.0371679
2.32	0.0372491
2.34	0.0361483
2.36	0.0361373
2.38	0.0346037
2.4	0.0344576
2.42	0.0324072
2.44	0.0320711
2.46	0.0294307
2.48	0.0288403
2.5	0.0255645
